Sample Count,55

Sample No.,1
Date & Time,'2021-12-30 13:24:58
Data Type,OPC
Voc (V),39.28
Isc (A),8.918
Pmax (W),228.7857
Vpm (V),29.56
Ipm (A),7.738
EFF (%),11.768
FF,0.652
Tc (degC),15.9
Irr (W/m2),66
Nms,1
Rs (Ohm),0.9216
V (V),I (A),P (W)
28.19,4.158,117.2481
28.45,4.153,118.1659
28.70,4.147,119.0823
28.96,4.142,119.9959
29.22,4.136,120.9066
29.48,4.131,121.8145
29.74,4.125,122.7096
30.00,4.119,123.5989
30.26,4.113,124.4851
30.51,4.107,125.3682
30.77,4.101,126.2305
31.03,4.094,127.0732
31.29,4.087,127.9124
31.55,4.080,128.7478
31.81,4.070,129.4996
32.07,4.060,130.2326
32.33,4.050,130.9446
32.58,4.038,131.5938
32.84,4.025,132.2317
33.10,4.007,132.6625
33.36,3.976,132.6662
33.62,3.914,131.6261
33.88,3.788,128.3703
34.14,3.638,124.2292
34.39,3.542,121.8553
34.65,3.400,117.8452
34.91,3.252,113.5642
35.17,3.115,109.5897
35.43,2.941,104.2216
35.69,2.771,98.9309
35.95,2.595,93.3089
36.20,2.436,88.2168
36.46,2.220,80.9771
36.72,2.011,73.8747
36.98,1.773,65.6079
37.24,1.532,57.0802
37.50,1.420,53.2688
37.76,1.025,38.7411
38.02,0.787,29.9378
38.27,0.523,20.0212
38.53,0.261,10.0732

Sample No.,49
Date & Time,'2021-12-30 14:40:33
Data Type,OPC
Voc (V),38.77
Isc (A),5.111
Pmax (W),128.4890
Vpm (V),33.61
Ipm (A),3.822
EFF (%),6.609
FF,0.648
Tc (degC),13.7
Irr (W/m2),59
Nms,1
Rs (Ohm),0.7097
V (V),I (A),P (W)
0.25,5.088,1.3154
0.51,5.065,2.6190
0.77,5.042,3.9107
1.03,5.019,5.1905
1.29,4.996,6.4585
1.55,4.973,7.7146
1.80,4.950,8.9588
2.06,4.927,10.1913
2.32,4.904,11.4118
2.58,4.881,12.6202
2.84,4.853,13.8012
3.10,4.766,14.7882
3.36,4.729,15.8961
3.61,4.701,17.0173
3.87,4.684,18.1668
4.13,4.668,19.3116
4.39,4.654,20.4567
4.65,4.642,21.6051
4.91,4.632,22.7527
5.17,4.622,23.8986
5.42,4.613,25.0478
5.68,4.605,26.1939
5.94,4.598,27.3425
6.20,4.591,28.4875
6.46,4.585,29.6392
6.72,4.580,30.7894
6.98,4.575,31.9368
7.23,4.569,33.0796
7.49,4.564,34.2192
7.75,4.558,35.3559
8.01,4.554,36.5005
8.27,4.550,37.6435
8.53,4.546,38.7843
8.78,4.542,39.9230
9.04,4.538,41.0668
9.30,4.535,42.2091
9.56,4.532,43.3496
9.82,4.528,44.4885
10.08,4.525,45.6256
10.34,4.521,46.7602
10.59,4.518,47.8930
10.85,4.515,49.0240
11.11,4.511,50.1532
11.37,4.508,51.2807
11.63,4.505,52.4108
11.89,4.502,53.5401
12.15,4.499,54.6680
12.40,4.496,55.7943
12.66,4.493,56.9190
12.92,4.490,58.0422
13.18,4.487,59.1638
13.44,4.484,60.2837
13.70,4.481,61.4022
13.96,4.478,62.5190
14.21,4.475,63.6344
14.47,4.472,64.7482
14.73,4.469,65.8558
14.99,4.465,66.9614
15.25,4.462,68.0652
15.51,4.459,69.1673
15.76,4.455,70.2676
16.02,4.452,71.3643
16.28,4.448,72.4557
16.54,4.445,73.5453
16.80,4.441,74.6330
17.06,4.437,75.7188
17.32,4.433,76.7992
17.57,4.429,77.8676
17.83,4.425,78.9337
18.09,4.420,79.9975
18.35,4.416,81.0590
18.61,4.410,82.0970
18.87,4.405,83.1315
19.13,4.399,84.1631
19.38,4.392,85.1721
19.64,4.385,86.1573
19.90,4.377,87.1386
20.16,4.366,88.0417
20.42,4.353,88.9038
20.68,4.332,89.6109
20.94,4.304,90.1309
21.19,4.284,90.8298
21.45,4.269,91.6211
21.71,4.260,92.5104
21.97,4.250,93.3945
22.23,4.241,94.2980
22.49,4.232,95.2007
22.74,4.223,96.0910
23.00,4.213,96.9488
23.26,4.203,97.8014
23.52,4.188,98.5335
23.78,4.173,99.2589
24.04,4.158,99.9912
24.30,4.143,100.6930
24.55,4.128,101.3843
24.81,4.114,102.1126
25.07,4.101,102.8406
25.33,4.088,103.5783
25.59,4.076,104.3230
25.85,4.065,105.0978
26.11,4.054,105.8670
26.36,4.045,106.6808
26.62,4.037,107.5001
26.88,4.028,108.3149
27.14,4.021,109.1490
27.40,4.013,109.9901
27.66,4.006,110.8274
27.92,3.999,111.6609
28.17,3.992,112.5116
28.43,3.986,113.3612
28.69,3.979,114.2075
28.95,3.973,115.0504
29.21,3.967,115.8974
29.47,3.961,116.7468
29.72,3.955,117.5931
29.98,3.949,118.4363
30.24,3.943,119.2765
30.50,3.937,120.1027
30.76,3.930,120.9230
31.02,3.924,121.7400
31.28,3.917,122.5538
31.53,3.910,123.3493
31.79,3.902,124.1051
32.05,3.894,124.8567
32.31,3.886,125.6041
32.57,3.877,126.3079
32.83,3.867,126.9811
33.09,3.857,127.6490
33.34,3.842,128.1334
33.60,3.823,128.4818
33.86,3.764,127.4790
34.12,3.615,123.3664
34.38,3.519,121.0245
34.64,3.371,116.7810
34.90,3.186,111.2078
35.15,3.028,106.4927
35.41,2.863,101.4035
35.67,2.654,94.7122
35.93,2.474,88.9219
36.19,2.282,82.6040
36.45,2.106,76.7782
36.70,1.901,69.8120
36.96,1.716,63.4717
37.22,1.485,55.2914
37.48,1.265,47.4196
37.74,1.012,38.2225
38.00,0.756,28.7503
38.26,0.466,17.8318
38.51,0.181,7.0091

Sample No.,50
Date & Time,'2021-12-30 14:42:52
Data Type,OPC
Voc (V),38.78
Isc (A),5.220
Pmax (W),125.9173
Vpm (V),33.38
Ipm (A),3.771
EFF (%),6.477
FF,0.621
Tc (degC),13.4
Irr (W/m2),443
Nms,1
Rs (Ohm),1.0445
V (V),I (A),P (W)
0.25,5.194,1.3428
0.51,5.167,2.6719
0.77,5.140,3.9873
1.03,5.114,5.2889
1.29,5.087,6.5768
1.55,5.061,7.8509
1.80,5.034,9.1112
2.06,5.007,10.3577
2.32,4.981,11.5907
2.58,4.954,12.8097
2.84,4.928,14.0151
3.10,4.868,15.1049
3.36,4.790,16.1012
3.61,4.746,17.1784
3.87,4.716,18.2925
4.13,4.694,19.4175
4.39,4.673,20.5421
4.65,4.656,21.6711
4.91,4.644,22.8139
5.17,4.632,23.9552
5.42,4.621,25.0936
5.68,4.612,26.2330
5.94,4.602,27.3689
6.20,4.594,28.5065
6.46,4.585,29.6395
6.72,4.576,30.7620
6.98,4.566,31.8771
7.23,4.553,32.9627
7.49,4.538,34.0317
7.75,4.522,35.0774
8.01,4.502,36.0897
8.27,4.479,37.0615
8.53,4.446,37.9361
8.79,4.366,38.3815
9.04,4.324,39.1329
9.30,4.302,40.0470
9.56,4.285,40.9983
9.82,4.271,41.9670
10.08,4.260,42.9607
10.34,4.250,43.9587
10.60,4.241,44.9630
10.85,4.235,45.9910
11.11,4.229,47.0158
11.37,4.222,48.0373
11.63,4.217,49.0623
11.89,4.212,50.1002
12.15,4.208,51.1358
12.40,4.203,52.1690
12.66,4.199,53.2000
12.92,4.195,54.2288
13.18,4.191,55.2631
13.44,4.188,56.3052
13.70,4.185,57.3456
13.96,4.181,58.3844
14.21,4.178,59.4217
14.47,4.175,60.4573
14.73,4.172,61.4914
14.99,4.169,62.5238
15.25,4.166,63.5547
15.51,4.163,64.5850
15.77,4.160,65.6138
16.02,4.157,66.6411
16.28,4.154,67.6668
16.54,4.151,68.6909
16.80,4.148,69.7135
17.06,4.145,70.7345
17.32,4.142,71.7539
17.58,4.139,72.7715
17.83,4.135,73.7782
18.09,4.132,74.7830
18.35,4.128,75.7861
18.61,4.125,76.7873
18.87,4.121,77.7866
19.13,4.117,78.7841
19.39,4.114,79.7798
19.64,4.110,80.7701
19.90,4.106,81.7523
20.16,4.102,82.7323
20.42,4.098,83.7103
20.68,4.094,84.6861
20.94,4.090,85.6599
21.20,4.086,86.6315
21.45,4.081,87.5934
21.71,4.077,88.5441
21.97,4.072,89.4924
22.23,4.067,90.4382
22.49,4.062,91.3814
22.75,4.057,92.3222
23.01,4.052,93.2545
23.26,4.047,94.1792
23.52,4.042,95.1011
23.78,4.036,96.0204
24.04,4.031,96.9368
24.30,4.026,97.8503
24.56,4.020,98.7559
24.81,4.015,99.6585
25.07,4.009,100.5584
25.33,4.004,101.4554
25.59,3.998,102.3495
25.85,3.993,103.2396
26.11,3.987,104.1262
26.37,3.982,105.0099
26.62,3.976,105.8907
26.88,3.970,106.7686
27.14,3.965,107.6437
27.40,3.959,108.5163
27.66,3.954,109.3859
27.92,3.948,110.2526
28.18,3.942,111.1165
28.43,3.937,111.9775
28.69,3.931,112.8302
28.95,3.925,113.6778
29.21,3.919,114.5224
29.47,3.914,115.3640
29.73,3.908,116.2026
29.99,3.902,117.0309
30.24,3.895,117.8410
30.50,3.889,118.6478
30.76,3.882,119.4511
31.02,3.875,120.2510
31.28,3.868,121.0313
31.54,3.861,121.7858
31.80,3.853,122.5362
32.05,3.845,123.2826
32.31,3.836,123.9959
32.57,3.825,124.6066
32.83,3.813,125.2113
33.09,3.797,125.6736
33.35,3.774,125.8917
33.61,3.720,125.0455
33.86,3.629,122.9221
34.12,3.509,119.7545
34.38,3.380,116.2299
34.64,3.240,112.2477
34.90,3.084,107.6721
35.16,2.928,102.9715
35.41,2.730,96.7057
35.67,2.559,91.3030
35.93,2.335,83.9444
36.19,2.112,76.4509
36.45,1.978,72.1348
36.71,1.785,65.5595
36.97,1.598,59.0831
37.22,1.393,51.8672
37.48,1.191,44.6788
37.74,0.988,37.3028
38.00,0.732,27.8380
38.26,0.474,18.1714
38.52,0.240,9.2602

Sample No.,51
Date & Time,'2021-12-30 14:43:16
Data Type,OPC
Voc (V),38.80
Isc (A),5.284
Pmax (W),122.5950
Vpm (V),33.38
Ipm (A),3.672
EFF (%),6.306
FF,0.597
Tc (degC),13.3
Irr (W/m2),38
Nms,1
Rs (Ohm),1.0516
V (V),I (A),P (W)
0.25,5.249,1.3577
0.51,5.213,2.6973
0.77,5.178,4.0187
1.03,5.143,5.3220
1.29,5.108,6.6071
1.55,5.073,7.8740
1.81,5.038,9.1226
2.06,5.003,10.3531
2.32,4.967,11.5655
2.58,4.932,12.7598
2.84,4.897,13.9356
3.10,4.793,14.8793
3.36,4.733,15.9160
3.62,4.666,16.9000
3.88,4.622,17.9347
4.13,4.598,19.0335
4.39,4.572,20.1079
4.65,4.549,21.1851
4.91,4.532,22.2745
5.17,4.514,23.3559
5.43,4.498,24.4342
5.69,4.484,25.5186
5.94,4.472,26.6100
6.20,4.461,27.6977
6.46,4.451,28.7844
6.72,4.440,29.8662
6.98,4.428,30.9314
7.24,4.416,31.9871
7.50,4.402,33.0286
7.76,4.388,34.0569
8.01,4.372,35.0592
8.27,4.352,36.0250
8.53,4.327,36.9424
8.79,4.272,37.5740
9.05,4.234,38.3337
9.31,4.212,39.2302
9.57,4.200,40.2036
9.82,4.188,41.1750
10.08,4.180,42.1759
10.34,4.172,43.1725
10.60,4.164,44.1649
10.86,4.158,45.1744
11.12,4.152,46.1888
11.38,4.147,47.2003
11.64,4.141,48.2090
11.89,4.136,49.2148
12.15,4.131,50.2329
12.41,4.128,51.2595
12.67,4.125,52.2844
12.93,4.121,53.3075
13.19,4.118,54.3288
13.45,4.114,55.3484
13.70,4.111,56.3663
13.96,4.108,57.3824
14.22,4.104,58.3976
14.48,4.101,59.4187
14.74,4.099,60.4383
15.00,4.096,61.4565
15.26,4.093,62.4732
15.52,4.090,63.4885
15.77,4.087,64.5023
16.03,4.085,65.5146
16.29,4.082,66.5255
16.55,4.079,67.5350
16.81,4.076,68.5430
17.07,4.073,69.5473
17.33,4.070,70.5488
17.58,4.067,71.5487
17.84,4.064,72.5471
18.10,4.061,73.5439
18.36,4.058,74.5392
18.62,4.055,75.5329
18.88,4.052,76.5250
19.14,4.049,77.5156
19.40,4.046,78.5046
19.65,4.043,79.4893
19.91,4.040,80.4711
20.17,4.036,81.4513
20.43,4.033,82.4298
20.69,4.030,83.4066
20.95,4.027,84.3818
21.21,4.024,85.3553
21.46,4.020,86.3271
21.72,4.017,87.2973
21.98,4.014,88.2640
22.24,4.010,89.2208
22.50,4.006,90.1756
22.76,4.003,91.1286
23.02,3.999,92.0797
23.28,3.995,93.0289
23.53,3.992,93.9762
23.79,3.988,94.9216
24.05,3.984,95.8651
24.31,3.980,96.7965
24.57,3.976,97.7203
24.83,3.972,98.6418
25.09,3.967,99.5611
25.34,3.963,100.4782
25.60,3.959,101.3930
25.86,3.955,102.3056
26.12,3.950,103.2089
26.38,3.945,104.0893
26.64,3.939,104.9668
26.90,3.934,105.8416
27.16,3.928,106.7136
27.41,3.923,107.5828
27.67,3.917,108.4395
27.93,3.910,109.2533
28.19,3.903,110.0634
28.45,3.896,110.8698
28.71,3.889,111.6725
28.97,3.881,112.4450
29.23,3.872,113.1929
29.48,3.863,113.9363
29.74,3.854,114.6751
30.00,3.844,115.3629
30.26,3.833,116.0247
30.52,3.822,116.6809
30.78,3.810,117.2997
31.04,3.797,117.8868
31.29,3.784,118.4672
31.55,3.772,119.0611
31.81,3.760,119.6533
32.07,3.748,120.2393
32.33,3.735,120.7875
32.59,3.722,121.3228
32.85,3.708,121.8419
33.11,3.691,122.2146
33.36,3.673,122.5782
33.62,3.641,122.4511
33.88,3.572,121.0645
34.14,3.474,118.6205
34.40,3.322,114.3059
34.66,3.166,109.7711
34.92,2.983,104.2023
35.17,2.836,99.7988
35.43,2.654,94.0708
35.69,2.523,90.0853
35.95,2.353,84.6120
36.21,2.177,78.8739
36.47,2.002,73.0327
36.73,1.825,67.0490
36.99,1.613,59.6709
37.24,1.434,53.4272
37.50,1.210,45.3897
37.76,0.956,36.1271
38.02,0.718,27.3109
38.28,0.478,18.3079
38.54,0.240,9.2583

Sample No.,52
Date & Time,'2021-12-30 14:43:43
Data Type,OPC
Voc (V),38.82
Isc (A),5.138
Pmax (W),121.1104
Vpm (V),33.91
Ipm (A),3.571
EFF (%),6.229
FF,0.607
Tc (degC),13.1
Irr (W/m2),445
Nms,1
Rs (Ohm),0.9614
V (V),I (A),P (W)
0.25,5.101,1.3202
0.51,5.064,2.6214
0.77,5.027,3.9035
1.03,4.990,5.1665
1.29,4.953,6.4104
1.55,4.916,7.6354
1.81,4.879,8.8411
2.07,4.843,10.0277
2.32,4.806,11.1953
2.58,4.769,12.3437
2.84,4.687,13.3460
3.10,4.569,14.1925
3.36,4.507,15.1653
3.62,4.469,16.1933
3.88,4.436,17.2250
4.14,4.414,18.2799
4.39,4.396,19.3425
4.65,4.378,20.4001
4.91,4.364,21.4649
5.17,4.352,22.5297
5.43,4.341,23.5949
5.69,4.330,24.6604
5.95,4.321,25.7240
6.21,4.311,26.7825
6.47,4.301,27.8358
6.72,4.291,28.8808
6.98,4.278,29.8963
7.24,4.265,30.9111
7.50,4.253,31.9267
7.76,4.241,32.9299
8.02,4.227,33.9210
8.28,4.211,34.8813
8.54,4.192,35.8092
8.79,4.170,36.6986
9.05,4.148,37.5822
9.31,4.129,38.4802
9.57,4.116,39.4241
9.83,4.105,40.3752
10.09,4.096,41.3464
10.35,4.088,42.3323
10.61,4.081,43.3145
10.87,4.074,44.2930
11.12,4.070,45.2965
11.38,4.065,46.3009
11.64,4.061,47.3030
11.90,4.057,48.3030
12.16,4.052,49.3007
12.42,4.048,50.2962
12.68,4.044,51.2954
12.94,4.041,52.2963
13.19,4.037,53.2953
13.45,4.034,54.2925
13.71,4.030,55.2878
13.97,4.026,56.2813
14.23,4.023,57.2730
14.49,4.019,58.2629
14.75,4.016,59.2508
15.01,4.012,60.2369
15.27,4.009,61.2212
15.52,4.005,62.2036
15.78,4.002,63.1842
16.04,3.998,64.1629
16.30,3.994,65.1398
16.56,3.991,66.1148
16.82,3.987,67.0860
17.08,3.984,68.0552
17.34,3.980,69.0225
17.59,3.976,69.9879
17.85,3.972,70.9514
18.11,3.969,71.9130
18.37,3.965,72.8727
18.63,3.961,73.8317
18.89,3.958,74.7927
19.15,3.955,75.7520
19.41,3.951,76.7096
19.67,3.948,77.6653
19.92,3.944,78.6193
20.18,3.941,79.5716
20.44,3.938,80.5221
20.70,3.934,81.4708
20.96,3.931,82.4183
21.22,3.927,83.3643
21.48,3.924,84.3087
21.74,3.921,85.2512
21.99,3.917,86.1920
22.25,3.914,87.1311
22.51,3.911,88.0685
22.77,3.907,89.0041
23.03,3.904,89.9379
23.29,3.900,90.8689
23.55,3.897,91.7980
23.81,3.894,92.7253
24.07,3.890,93.6509
24.32,3.887,94.5747
24.58,3.883,95.4967
24.84,3.880,96.4169
25.10,3.877,97.3353
25.36,3.873,98.2520
25.62,3.869,99.1450
25.88,3.865,100.0349
26.14,3.860,100.9225
26.39,3.856,101.8079
26.65,3.852,102.6911
26.91,3.847,103.5721
27.17,3.843,104.4508
27.43,3.838,105.3009
27.69,3.832,106.1404
27.95,3.827,106.9771
28.21,3.821,107.8109
28.47,3.815,108.6418
28.72,3.810,109.4668
28.98,3.803,110.2568
29.24,3.796,111.0433
29.50,3.790,111.8262
29.76,3.783,112.6057
30.02,3.775,113.3445
30.28,3.764,113.9973
30.54,3.753,114.6445
30.79,3.742,115.2798
31.05,3.731,115.8895
31.31,3.719,116.4932
31.57,3.707,117.0715
31.83,3.694,117.6061
32.09,3.680,118.1338
32.35,3.667,118.6538
32.61,3.654,119.1667
32.87,3.640,119.6676
33.12,3.626,120.1366
33.38,3.612,120.5982
33.64,3.593,120.8940
33.90,3.571,121.1029
34.16,3.510,119.9413
34.42,3.403,117.1507
34.68,3.281,113.8047
34.94,3.142,109.8069
35.19,2.979,104.8660
35.45,2.850,101.0824
35.71,2.649,94.6338
35.97,2.483,89.3417
36.23,2.299,83.3065
36.49,2.089,76.2538
36.75,1.964,72.1912
37.01,1.688,62.4871
37.27,1.467,54.6944
37.52,1.234,46.3322
37.78,1.011,38.2220
38.04,0.757,28.8308
38.30,0.485,18.6016
38.56,0.235,9.0996

Sample No.,53
Date & Time,'2021-12-30 14:44:02
Data Type,OPC
Voc (V),38.81
Isc (A),5.086
Pmax (W),118.6764
Vpm (V),33.56
Ipm (A),3.535
EFF (%),6.104
FF,0.601
Tc (degC),-0.1
Irr (W/m2),-----
Nms,1
Rs (Ohm),1.0773
V (V),I (A),P (W)
0.25,5.047,1.3062
0.51,5.008,2.5923
0.77,4.969,3.8583
1.03,4.930,5.1040
1.29,4.891,6.3296
1.55,4.852,7.5351
1.81,4.813,8.7204
2.07,4.774,9.8856
2.32,4.736,11.0306
2.58,4.697,12.1553
2.84,4.584,13.0496
3.10,4.449,13.8188
3.36,4.397,14.7927
3.62,4.365,15.8179
3.88,4.340,16.8473
4.14,4.315,17.8707
4.39,4.296,18.9020
4.65,4.276,19.9216
4.91,4.264,20.9698
5.17,4.255,22.0229
5.43,4.245,23.0723
5.69,4.236,24.1177
5.95,4.226,25.1581
6.21,4.217,26.1929
6.46,4.207,27.2228
6.72,4.198,28.2472
6.98,4.188,29.2666
7.24,4.178,30.2744
7.50,4.166,31.2652
7.76,4.154,32.2502
8.02,4.142,33.2297
8.28,4.129,34.1962
8.53,4.115,35.1443
8.79,4.102,36.0970
9.05,4.090,37.0501
9.31,4.079,38.0058
9.57,4.069,38.9635
9.83,4.059,39.9168
10.09,4.052,40.8957
10.35,4.044,41.8710
10.61,4.037,42.8425
10.86,4.031,43.8203
11.12,4.027,44.8140
11.38,4.022,45.8055
11.64,4.018,46.7946
11.90,4.013,47.7814
12.16,4.009,48.7659
12.42,4.005,49.7526
12.68,4.001,50.7454
12.93,3.998,51.7365
13.19,3.994,52.7258
13.45,3.991,53.7133
13.71,3.988,54.6991
13.97,3.984,55.6830
14.23,3.981,56.6652
14.49,3.977,57.6437
14.75,3.973,58.6179
15.00,3.970,59.5903
15.26,3.966,60.5606
15.52,3.962,61.5291
15.78,3.958,62.4956
16.04,3.955,63.4602
16.30,3.951,64.4225
16.56,3.947,65.3744
16.82,3.942,66.3240
17.07,3.938,67.2714
17.33,3.934,68.2167
17.59,3.930,69.1597
17.85,3.925,70.1005
18.11,3.921,71.0352
18.37,3.916,71.9615
18.63,3.911,72.8853
18.89,3.906,73.8066
19.15,3.902,74.7253
19.40,3.897,75.6416
19.66,3.892,76.5579
19.92,3.888,77.4754
20.18,3.883,78.3906
20.44,3.879,79.3034
20.70,3.874,80.2139
20.96,3.870,81.1220
21.22,3.865,82.0278
21.47,3.861,82.9329
21.73,3.856,83.8360
21.99,3.852,84.7367
22.25,3.847,85.6352
22.51,3.843,86.5313
22.77,3.838,87.4252
23.03,3.834,88.3170
23.29,3.830,89.2100
23.54,3.826,90.1008
23.80,3.821,90.9894
24.06,3.817,91.8758
24.32,3.813,92.7600
24.58,3.808,93.6419
24.84,3.804,94.5217
25.10,3.800,95.4018
25.36,3.796,96.2802
25.61,3.792,97.1565
25.87,3.788,98.0306
26.13,3.783,98.9025
26.39,3.779,99.7724
26.65,3.775,100.6400
26.91,3.771,101.4999
27.17,3.766,102.3448
27.43,3.761,103.1872
27.69,3.756,104.0272
27.94,3.752,104.8646
28.20,3.747,105.6996
28.46,3.742,106.5320
28.72,3.736,107.3446
28.98,3.731,108.1466
29.24,3.725,108.9458
29.50,3.719,109.7419
29.76,3.714,110.5352
30.01,3.708,111.3255
30.27,3.700,112.0466
30.53,3.692,112.7615
30.79,3.684,113.4724
31.05,3.676,114.1791
31.31,3.665,114.7890
31.57,3.654,115.3689
31.83,3.642,115.9427
32.08,3.629,116.4560
32.34,3.615,116.9556
32.60,3.601,117.4372
32.86,3.587,117.8904
33.12,3.572,118.3360
33.38,3.551,118.5464
33.64,3.521,118.4763
33.90,3.464,117.4539
34.15,3.358,114.7145
34.41,3.237,111.4245
34.67,3.082,106.8889
34.93,2.932,102.4677
35.19,2.793,98.3339
35.45,2.666,94.5372
35.71,2.515,89.8288
35.97,2.327,83.7401
36.23,2.165,78.4478
36.48,1.994,72.7676
36.74,1.789,65.7632
37.00,1.591,58.8802
37.26,1.391,51.8440
37.52,1.188,44.5822
37.78,0.946,35.7427
38.04,0.696,26.4940
38.30,0.484,18.5574
38.55,0.233,9.0114

Sample No.,54
Date & Time,'2021-12-30 14:46:41
Data Type,OPC
Voc (V),38.64
Isc (A),4.045
Pmax (W),106.0268
Vpm (V),33.05
Ipm (A),3.207
EFF (%),5.454
FF,0.678
Tc (degC),12.7
Irr (W/m2),359
Nms,1
Rs (Ohm),3.9063
V (V),I (A),P (W)
0.25,4.024,1.0366
0.51,4.003,2.0625
0.77,3.982,3.0777
1.03,3.961,4.0822
1.28,3.940,5.0758
1.54,3.919,6.0588
1.80,3.899,7.0311
2.06,3.878,7.9927
2.31,3.770,8.7413
2.57,3.740,9.6348
2.83,3.723,10.5516
3.09,3.711,11.4745
3.34,3.702,12.4008
3.60,3.695,13.3283
3.86,3.688,14.2537
4.12,3.682,15.1771
4.37,3.676,16.1009
4.63,3.671,17.0228
4.89,3.665,17.9406
5.15,3.659,18.8547
5.40,3.653,19.7640
5.66,3.647,20.6689
5.92,3.640,21.5721
6.18,3.634,22.4727
6.44,3.628,23.3656
6.69,3.621,24.2527
6.95,3.613,25.1310
7.21,3.605,26.0053
7.47,3.597,26.8778
7.72,3.590,27.7484
7.98,3.583,28.6171
8.24,3.576,29.4865
8.50,3.570,30.3552
8.75,3.564,31.2239
9.01,3.559,32.0938
9.27,3.554,32.9610
9.53,3.549,33.8310
9.78,3.544,34.6997
10.04,3.540,35.5660
10.30,3.536,36.4361
10.56,3.532,37.3059
10.81,3.528,38.1736
11.07,3.524,39.0398
11.33,3.521,39.9101
11.59,3.517,40.7787
11.84,3.514,41.6456
12.10,3.511,42.5107
12.36,3.508,43.3801
12.62,3.505,44.2520
12.88,3.503,45.1225
13.13,3.500,45.9917
13.39,3.498,46.8597
13.65,3.495,47.7263
13.91,3.493,48.5931
14.16,3.490,49.4595
14.42,3.488,50.3247
14.68,3.486,51.1887
14.94,3.483,52.0514
15.19,3.481,52.9129
15.45,3.478,53.7726
15.71,3.476,54.6256
15.97,3.473,55.4772
16.22,3.470,56.3274
16.48,3.467,57.1762
16.74,3.465,58.0236
17.00,3.462,58.8651
17.25,3.458,59.6984
17.51,3.455,60.5299
17.77,3.452,61.3596
18.03,3.448,62.1876
18.29,3.444,63.0030
18.54,3.440,63.8115
18.80,3.436,64.6177
19.06,3.431,65.4218
19.32,3.425,66.1858
19.57,3.419,66.9391
19.83,3.413,67.6997
20.09,3.408,68.4819
20.35,3.403,69.2616
20.60,3.398,70.0389
20.86,3.393,70.8073
21.12,3.388,71.5714
21.38,3.382,72.3328
21.63,3.378,73.1008
21.89,3.373,73.8772
22.15,3.369,74.6514
22.41,3.365,75.4234
22.66,3.361,76.2032
22.92,3.358,77.0010
23.18,3.355,77.7974
23.44,3.352,78.5922
23.69,3.349,79.3854
23.95,3.346,80.1772
24.21,3.343,80.9724
24.47,3.341,81.7823
24.73,3.339,82.5911
24.98,3.337,83.3988
25.24,3.335,84.2054
25.50,3.333,85.0109
25.76,3.331,85.8154
26.01,3.329,86.6187
26.27,3.327,87.4210
26.53,3.324,88.2212
26.79,3.322,89.0192
27.04,3.320,89.8161
27.30,3.318,90.6118
27.56,3.316,91.4065
27.82,3.313,92.1999
28.07,3.311,92.9923
28.33,3.309,93.7836
28.59,3.307,94.5737
28.85,3.304,95.3498
29.10,3.302,96.1223
29.36,3.299,96.8934
29.62,3.296,97.6631
29.88,3.293,98.4314
30.13,3.291,99.1983
30.39,3.288,99.9638
30.65,3.284,100.6811
30.91,3.279,101.3815
31.17,3.274,102.0795
31.42,3.270,102.7750
31.68,3.264,103.4405
31.94,3.258,104.0862
32.20,3.252,104.7288
32.45,3.244,105.3111
32.71,3.233,105.7826
32.97,3.215,106.0203
33.23,3.170,105.3648
33.48,3.110,104.1554
33.74,3.026,102.1293
34.00,2.943,100.0942
34.26,2.841,97.3391
34.51,2.767,95.5191
34.77,2.673,92.9650
35.03,2.556,89.5607
35.29,2.447,86.3676
35.54,2.318,82.4226
35.80,2.159,77.3402
36.06,2.007,72.4167
36.32,1.861,67.6206
36.58,1.686,61.6859
36.83,1.498,55.2097
37.09,1.334,49.5177
37.35,1.130,42.2374
37.61,0.909,34.1979
37.86,0.675,25.5678
38.12,0.453,17.2942
38.38,0.213,8.1782

Sample No.,55
Date & Time,'2021-12-30 14:47:09
Data Type,OPC
Voc (V),38.65
Isc (A),3.986
Pmax (W),105.9227
Vpm (V),32.88
Ipm (A),3.221
EFF (%),5.448
FF,0.687
Tc (degC),12.5
Irr (W/m2),387
Nms,1
Rs (Ohm),1.2036
V (V),I (A),P (W)
0.25,3.974,1.0242
0.51,3.962,2.0423
0.77,3.950,3.0544
1.03,3.938,4.0602
1.28,3.927,5.0599
1.54,3.915,6.0535
1.80,3.903,7.0410
2.06,3.891,8.0223
2.31,3.855,8.9413
2.57,3.826,9.8612
2.83,3.813,10.8106
3.09,3.803,11.7625
3.35,3.796,12.7173
3.60,3.789,13.6727
3.86,3.784,14.6304
4.12,3.780,15.5881
4.38,3.776,16.5450
4.63,3.773,17.5016
4.89,3.769,18.4576
5.15,3.766,19.4120
5.41,3.763,20.3651
5.66,3.759,21.3167
5.92,3.756,22.2656
6.18,3.752,23.2107
6.44,3.749,24.1539
6.70,3.745,25.0937
6.95,3.741,26.0313
7.21,3.736,26.9625
7.47,3.731,27.8890
7.73,3.726,28.8065
7.98,3.719,29.7151
8.24,3.710,30.6019
8.50,3.696,31.4358
8.76,3.671,32.1711
9.01,3.588,32.3644
9.27,3.500,32.4732
9.53,3.484,33.2207
9.79,3.472,34.0008
10.05,3.463,34.8044
10.30,3.455,35.6234
